0.000000000000000000e+00,0.000000000000000000e+00
2.000400080016003206e-03,0.000000000000000000e+00
4.000800160032006413e-03,1.161591648891502571e+00
6.001200240048009185e-03,1.161591648891502571e+00
8.001600320064012825e-03,1.151008387167240077e+00
1.000200040008001647e-02,1.140294097441210130e+00
1.200240048009601837e-02,1.129451884483889001e+00
1.400280056011202201e-02,1.118484785596988162e+00
1.600320064012802565e-02,1.107395772311681847e+00
1.800360072014402929e-02,1.096187752039699204e+00
2.000400080016003293e-02,1.084863569678657269e+00
2.200440088017603657e-02,1.073426009172893547e+00
2.400480096019203674e-02,1.061877795031155980e+00
2.600520104020804038e-02,1.050221593802185716e+00
2.800560112022404402e-02,1.038460015509560908e+00
3.000600120024004766e-02,1.026595615046876242e+00
3.200640128025605130e-02,1.014630893534311795e+00
3.400680136027205147e-02,1.002568299637889737e+00
3.600720144028805858e-02,9.904102308522266807e-01
3.800760152030405875e-02,9.781590347480173531e-01
4.000800160032006586e-02,9.658170101851293321e-01
4.200840168033606603e-02,9.533864084923826532e-01
4.400880176035207314e-02,9.408694346148784859e-01
4.600920184036807331e-02,9.282682482298708626e-01
4.800960192038407348e-02,9.155849648319900336e-01
5.001000200040008059e-02,9.028216567888136534e-01
5.201040208041608076e-02,8.899803543675539608e-01
5.401080216043208787e-02,8.770630467336633096e-01
5.601120224044808804e-02,8.640716829222165885e-01
5.801160232046409515e-02,8.510081727828722187e-01
6.001200240048009532e-02,8.378743878990602134e-01
6.201240248049610243e-02,8.246721624822443975e-01
6.401280256051210260e-02,8.114032942419187044e-01
6.601320264052810971e-02,7.980695452320352157e-01
6.801360272054410294e-02,7.846726426745751493e-01
7.001400280056011005e-02,7.712142797608344535e-01
7.201440288057611716e-02,7.576961164312223662e-01
7.401480296059212427e-02,7.441197801339425322e-01
7.601520304060811750e-02,7.304868665634619562e-01
7.801560312062412461e-02,7.167989403790685499e-01
8.001600320064013172e-02,7.030575359042940953e-01
8.201640328065612495e-02,6.892641578076199593e-01
8.401680336067213206e-02,6.754202817650860613e-01
8.601720344068813917e-02,6.615273551052802681e-01
8.801760352070414628e-02,6.475867974372144786e-01
9.001800360072013951e-02,6.336000012616260779e-01
9.201840368073614662e-02,6.195683325660816809e-01
9.401880376075215373e-02,6.054931314044693647e-01
9.601920384076814696e-02,5.913757124612428751e-01
9.801960392078415407e-02,5.772173656008744436e-01
1.000200040008001612e-01,5.630193564029621900e-01
1.020204040808161683e-01,5.487829266833958997e-01
1.040208041608321615e-01,5.345092950019387779e-01
1.060212042408481686e-01,5.201996571567000238e-01
1.080216043208641757e-01,5.058551866657811091e-01
1.100220044008801829e-01,4.914770352365283590e-01
1.120224044808961761e-01,4.770663332227473297e-01
1.140228045609121832e-01,4.626241900701488774e-01
1.160232046409281903e-01,4.481516947504667892e-01
1.180236047209441835e-01,4.336499161845016048e-01
1.200240048009601906e-01,4.191199036544245304e-01
1.220244048809761978e-01,4.045626872056792278e-01
1.240248049609922049e-01,3.899792780387112967e-01
1.260252050410081981e-01,3.753706688908980960e-01
1.280256051210242052e-01,3.607378344088798539e-01
1.300260052010402123e-01,3.460817315116353488e-01
1.320264052810562194e-01,3.314032997445435225e-01
1.340268053610722265e-01,3.167034616246090506e-01
1.360272054410882059e-01,3.019831229772904635e-01
1.380276055211042130e-01,2.872431732649275427e-01
1.400280056011202201e-01,2.724844859072508285e-01
1.420284056811362272e-01,2.577079185939877837e-01
1.440288057611522343e-01,2.429143135899263228e-01
1.460292058411682414e-01,2.281044980326214500e-01
1.480296059211842485e-01,2.132792842228951047e-01
1.500300060012002279e-01,1.984394699084424118e-01
1.520304060812162350e-01,1.835858385605713128e-01
1.540308061612322421e-01,1.687191596444889141e-01
1.560312062412482492e-01,1.538401888831291142e-01
1.580316063212642563e-01,1.389496685148023936e-01
1.600320064012802634e-01,1.240483275447882283e-01
1.620324064812962706e-01,1.091368819911204824e-01
1.640328065613122499e-01,9.421603512461695917e-02
1.660332066413282570e-01,7.928647770340857548e-02
1.680336067213442641e-01,6.434888820209339055e-02
1.700340068013602712e-01,4.940393303563739291e-02
1.720344068813762783e-01,3.445226677820667494e-02
1.740348069613922855e-01,1.949453237705700559e-02
1.760352070414082926e-01,4.531361361631902618e-03
1.780356071214242719e-01,-1.043662595203209698e-02
1.800360072014402790e-01,-2.540882026141000338e-02
1.820364072814562861e-01,-4.038462308205181817e-02
1.840368073614722932e-01,-5.536344655635760947e-02
1.860372074414883004e-01,-7.034471326660618473e-02
1.880376075215043075e-01,-8.532785605199300072e-02
1.900380076015203146e-01,-1.003123178296281282e-01
1.920384076815362939e-01,-1.152975514193488316e-01
1.940388077615523010e-01,-1.302830193722986918e-01
1.960392078415683081e-01,-1.452681938030893072e-01
1.980396079215843153e-01,-1.602525562255251446e-01
2.000400080016003224e-01,-1.752355973917486542e-01
2.020404080816163295e-01,1.802683808866323716e+02
2.040408081616323366e-01,1.601339332468536156e+02
2.060412082416483437e-01,1.373251518343575981e+02
2.080416083216643230e-01,1.175955134345074669e+02
2.100420084016803302e-01,1.006555212519493665e+02
2.120424084816963373e-01,8.613963070537015199e+01
2.140428085617123444e-01,7.372684240579799564e+01
2.160432086417283515e-01,6.313585705936940684e+01
2.180436087217443586e-01,5.412061370631430179e+01
2.200440088017603657e-01,4.646622807823784029e+01
2.220444088817763451e-01,3.998532587284338291e+01
